ts_code,hold_ratio,top_10_d_r
300208.SZ,66.25,66.25
300209.SZ,39.83,39.83
300210.SZ,57.25000000000001,57.25000000000001
300211.SZ,61.30999999999999,61.30999999999999
300212.SZ,55.97,55.97
300213.SZ,33.580000000000005,33.580000000000005
300214.SZ,50.86,50.86
300215.SZ,69.0,69.0
300217.SZ,40.98,40.98
300218.SZ,76.72999999999998,76.72999999999998
300219.SZ,59.49,59.49
300220.SZ,59.55,59.55
300221.SZ,24.96,24.96
300222.SZ,49.19,49.19
300223.SZ,67.09,67.09
300224.SZ,51.07599999999999,51.07599999999999
300225.SZ,36.6,36.6
300226.SZ,48.74,48.74
300227.SZ,35.82,35.82
300228.SZ,23.49,23.49
300229.SZ,47.3,47.3
300230.SZ,48.99999999999999,48.99999999999999
300231.SZ,36.28,36.28
300232.SZ,52.6,52.6
300233.SZ,40.62,40.62
300234.SZ,46.34,46.34
300235.SZ,48.63,48.63
300236.SZ,48.42999999999999,48.42999999999999
300237.SZ,39.64000000000001,39.64000000000001
300238.SZ,26.56,26.56
300239.SZ,32.81,32.81
300240.SZ,55.81,55.81
300241.SZ,35.75,35.75
300242.SZ,41.09,41.09
300243.SZ,35.16,35.16
300244.SZ,39.28,39.28
300245.SZ,32.78,32.78
300246.SZ,45.26000000000001,45.26000000000001
300247.SZ,20.68,20.68
300248.SZ,43.58,43.58
300249.SZ,53.73,53.73
300250.SZ,47.4,47.4
300251.SZ,112.62,112.62
300252.SZ,59.51,59.51
300253.SZ,40.99,40.99
300254.SZ,14.62,14.62
300255.SZ,57.4,57.4
300256.SZ,28.04,28.04
300257.SZ,69.75999999999999,69.75999999999999
300258.SZ,65.36,65.36
300259.SZ,56.12000000000001,56.12000000000001
300260.SZ,64.84,64.84
300261.SZ,51.17,51.17
300262.SZ,54.99,54.99
300263.SZ,37.79,37.79
300264.SZ,33.480000000000004,33.480000000000004
300265.SZ,58.4279,58.4279
300266.SZ,41.79,41.79
300267.SZ,63.65,63.65
300268.SZ,46.08,46.08
300269.SZ,46.61,46.61
300270.SZ,54.11,54.11
300271.SZ,49.61999999999999,49.61999999999999
300272.SZ,58.25,58.25
300273.SZ,32.06999999999999,32.06999999999999
300274.SZ,45.02,45.02
300275.SZ,43.22,43.22
300276.SZ,57.74,57.74
300277.SZ,54.06,54.06
300278.SZ,38.6134,38.6134
300279.SZ,39.08,39.08
300280.SZ,37.1,37.1
300281.SZ,58.92,58.92
300282.SZ,41.08,41.08
300283.SZ,60.43,60.43
300284.SZ,45.85,45.85
300285.SZ,54.87000000000001,54.87000000000001
300286.SZ,66.53,66.53
300287.SZ,28.59,28.59
300288.SZ,55.47,55.47
300289.SZ,50.58,50.58
300290.SZ,46.64,46.64
300291.SZ,51.44,51.44
300292.SZ,32.73,32.73
300293.SZ,51.15000000000001,51.15000000000001
300294.SZ,49.74,49.74
300295.SZ,34.309999999999995,34.309999999999995
300296.SZ,42.48,42.48
300297.SZ,43.89,43.89
300298.SZ,53.63,53.63
300299.SZ,24.53,24.53
300300.SZ,37.42999999999999,37.42999999999999
300301.SZ,43.04,43.04
300302.SZ,49.41,49.41
300303.SZ,32.58,32.58
300304.SZ,50.26,50.26
300305.SZ,53.14,53.14
300306.SZ,63.12,63.12
300307.SZ,60.18999999999999,60.18999999999999
300308.SZ,55.68,55.68
300309.SZ,22.67,22.67
300310.SZ,32.870000000000005,32.870000000000005
300311.SZ,39.4,39.4
300312.SZ,47.15,47.15
300313.SZ,60.51,60.51
300314.SZ,71.27,71.27
300315.SZ,25.54,25.54
300316.SZ,61.22,61.22
300317.SZ,67.28,67.28
300318.SZ,69.67,69.67
300319.SZ,42.06,42.06
300320.SZ,45.96,45.96
300321.SZ,61.97,61.97
300322.SZ,31.0,31.0
300323.SZ,56.89000000000001,56.89000000000001
300324.SZ,31.89,31.89
300325.SZ,14.06,14.06
300326.SZ,38.7,38.7
300327.SZ,29.6927,29.6927
300328.SZ,54.27,54.27
300329.SZ,49.16,49.16
300330.SZ,34.21000000000001,34.21000000000001
300331.SZ,46.74,46.74
300332.SZ,43.06,43.06
300333.SZ,25.56,25.56
300334.SZ,51.96,51.96
300335.SZ,40.42,40.42
300336.SZ,34.66,34.66
300337.SZ,54.54999999999999,54.54999999999999
300338.SZ,44.18,44.18
300339.SZ,32.58,32.58
300340.SZ,18.1658,18.1658
300341.SZ,70.13,70.13
300342.SZ,49.82,49.82
300343.SZ,34.39,34.39
300344.SZ,53.89999999999999,53.89999999999999
300345.SZ,40.34,40.34
300346.SZ,26.53,26.53
300347.SZ,63.16,63.16
300348.SZ,36.51,36.51
300349.SZ,55.45,55.45
300350.SZ,54.7,54.7
300351.SZ,62.44,62.44
300352.SZ,23.55,23.55
300353.SZ,37.97000000000001,37.97000000000001
300354.SZ,65.76,65.76
300355.SZ,38.61,38.61
300356.SZ,37.29,37.29
300357.SZ,64.51,64.51
300358.SZ,50.13,50.13
300359.SZ,39.9834,39.9834
300360.SZ,34.489999999999995,34.489999999999995
300363.SZ,65.53,65.53
300364.SZ,37.87,37.87
300365.SZ,61.10999999999999,61.10999999999999
300366.SZ,46.77,46.77
300367.SZ,39.75,39.75
300368.SZ,38.22,38.22
300369.SZ,32.32,32.32
300370.SZ,22.55,22.55
300371.SZ,66.87,66.87
300373.SZ,63.57999999999999,63.57999999999999
300374.SZ,67.74000000000001,67.74000000000001
300375.SZ,47.32000000000002,47.32000000000002
300376.SZ,70.49000000000002,70.49000000000002
300377.SZ,40.7,40.7
300378.SZ,39.86,39.86
300379.SZ,28.1,28.1
300380.SZ,56.19,56.19
300381.SZ,30.97,30.97
300382.SZ,63.32,63.32
300383.SZ,47.71,47.71
300384.SZ,62.37,62.37
300385.SZ,51.86,51.86
300386.SZ,61.55,61.55
300387.SZ,48.59,48.59
300388.SZ,63.22,63.22
300389.SZ,68.47999999999999,68.47999999999999
300390.SZ,50.43,50.43
300391.SZ,58.93,58.93
300392.SZ,64.11,64.11
300393.SZ,39.16,39.16
300394.SZ,67.72999999999999,67.72999999999999
300395.SZ,43.21,43.21
300396.SZ,65.46,65.46
300397.SZ,40.47,40.47
300398.SZ,55.88,55.88
300399.SZ,63.42999999999999,63.42999999999999
300400.SZ,46.55999999999999,46.55999999999999
300401.SZ,43.91,43.91
300402.SZ,70.58000000000001,70.58000000000001
300403.SZ,63.86,63.86
300404.SZ,49.94,49.94
300405.SZ,55.3,55.3
300406.SZ,69.17,69.17
300407.SZ,51.95,51.95
300408.SZ,40.7,40.7
300409.SZ,38.008,38.008
300410.SZ,45.28,45.28
300411.SZ,68.4,68.4
300412.SZ,52.01,52.01
300413.SZ,74.56,74.56
300414.SZ,59.14,59.14
300415.SZ,49.49999999999999,49.49999999999999
300416.SZ,40.74,40.74
300417.SZ,55.5,55.5
300418.SZ,41.29,41.29
300419.SZ,36.46,36.46
300420.SZ,42.01,42.01
300421.SZ,37.87,37.87
300422.SZ,40.63999999999999,40.63999999999999
300423.SZ,67.22,67.22
300424.SZ,43.55,43.55
300425.SZ,51.40999999999999,51.40999999999999
300426.SZ,54.03,54.03
300427.SZ,58.57999999999999,58.57999999999999
300428.SZ,83.39000000000001,83.39000000000001
300429.SZ,44.71,44.71
300430.SZ,49.7,49.7
300432.SZ,55.69000000000001,55.69000000000001
300433.SZ,73.95,73.95
300434.SZ,34.879999999999995,34.879999999999995
300435.SZ,73.42,73.42
300436.SZ,59.17,59.17
300437.SZ,58.56000000000001,58.56000000000001
300438.SZ,50.53,50.53
300439.SZ,65.71,65.71
300440.SZ,57.38,57.38
300441.SZ,57.3,57.3
300442.SZ,50.82,50.82
300443.SZ,39.22,39.22
300444.SZ,26.93,26.93
300445.SZ,51.75000000000001,51.75000000000001
300446.SZ,38.14999999999999,38.14999999999999
300447.SZ,58.66,58.66
300448.SZ,45.85,45.85
300449.SZ,33.14,33.14
300450.SZ,57.65000000000001,57.65000000000001
300451.SZ,42.63,42.63
300452.SZ,58.43,58.43
300453.SZ,47.5,47.5
300454.SZ,55.82380000000001,55.82380000000001
300455.SZ,67.25999999999999,67.25999999999999
300456.SZ,52.6456,52.6456
300457.SZ,57.18000000000001,57.18000000000001
300458.SZ,48.21,48.21
300459.SZ,55.81000000000001,55.81000000000001
300460.SZ,50.18,50.18
300461.SZ,65.58,65.58
300462.SZ,40.2,40.2
300463.SZ,53.18,53.18
300464.SZ,60.71,60.71
300465.SZ,39.25999999999999,39.25999999999999
300466.SZ,54.8061,54.8061
300467.SZ,43.24,43.24
300468.SZ,39.69,39.69
300469.SZ,52.08,52.08
300470.SZ,43.23,43.23
300471.SZ,55.42,55.42
300472.SZ,45.7,45.7
300473.SZ,56.04,56.04
300474.SZ,42.12,42.12
300475.SZ,75.41,75.41
300476.SZ,42.91,42.91
300477.SZ,46.17,46.17
300478.SZ,65.11,65.11
300479.SZ,35.05,35.05
300480.SZ,62.23,62.23
300481.SZ,53.64000000000001,53.64000000000001
300482.SZ,64.92999999999999,64.92999999999999
300483.SZ,30.78,30.78
300484.SZ,29.23,29.23
300485.SZ,63.84,63.84
300486.SZ,40.94,40.94
300487.SZ,69.6,69.6
300488.SZ,77.68,77.68
300489.SZ,49.45,49.45
300490.SZ,58.05,58.05
300491.SZ,46.1,46.1
300492.SZ,76.39,76.39
300493.SZ,46.89,46.89
300494.SZ,50.64999999999999,50.64999999999999
300495.SZ,47.46,47.46
300496.SZ,47.74999999999999,47.74999999999999
300497.SZ,37.71,37.71
300498.SZ,25.72,25.72
300499.SZ,25.95,25.95
300500.SZ,61.76999999999999,61.76999999999999
300501.SZ,66.71,66.71
300502.SZ,46.28,46.28
300503.SZ,61.40000000000001,61.40000000000001
300504.SZ,65.77000000000001,65.77000000000001
300505.SZ,55.6,55.6
300506.SZ,56.39000000000001,56.39000000000001
300507.SZ,53.34,53.34
300508.SZ,73.32,73.32
300509.SZ,71.01,71.01
300510.SZ,49.61,49.61
300511.SZ,52.37,52.37
300512.SZ,74.64999999999998,74.64999999999998
300513.SZ,23.37,23.37
300514.SZ,64.56,64.56
300515.SZ,61.28,61.28
300516.SZ,72.72,72.72
300517.SZ,64.9,64.9
300518.SZ,63.76000000000001,63.76000000000001
300519.SZ,64.81,64.81
300520.SZ,55.13,55.13
300521.SZ,60.31,60.31
300522.SZ,66.67000000000002,66.67000000000002
300523.SZ,50.66,50.66
300525.SZ,32.5633,32.5633
300526.SZ,72.45,72.45
300527.SZ,70.96,70.96
300528.SZ,64.88,64.88
300529.SZ,59.33000000000001,59.33000000000001
300530.SZ,77.28,77.28
300531.SZ,57.45,57.45
300532.SZ,60.35,60.35
300533.SZ,60.74,60.74
300534.SZ,45.58,45.58
300535.SZ,50.11,50.11
300536.SZ,63.62,63.62
300537.SZ,47.49,47.49
300538.SZ,69.55,69.55
300539.SZ,68.85,68.85
300540.SZ,54.53,54.53
300541.SZ,34.35,34.35
300542.SZ,65.85000000000001,65.85000000000001
300543.SZ,51.40000000000001,51.40000000000001
300545.SZ,67.63,67.63
300546.SZ,55.9,55.9
300547.SZ,47.08,47.08
300548.SZ,46.72,46.72
300549.SZ,72.06,72.06
300550.SZ,52.35,52.35
300551.SZ,51.38999999999999,51.38999999999999
300552.SZ,61.35000000000001,61.35000000000001
300553.SZ,65.88,65.88
300554.SZ,60.34,60.34
300555.SZ,24.83,24.83
300556.SZ,34.660000000000004,34.660000000000004
300557.SZ,52.22,52.22
300558.SZ,57.48000000000001,57.48000000000001
300559.SZ,70.44999999999997,70.44999999999997
300560.SZ,67.59000000000002,67.59000000000002
300561.SZ,66.75,66.75
300562.SZ,60.52,60.52
300563.SZ,55.94,55.94
300564.SZ,75.07999999999998,75.07999999999998
300565.SZ,38.21,38.21
300566.SZ,62.92999999999999,62.92999999999999
300567.SZ,54.63,54.63
300568.SZ,18.18,18.18
300569.SZ,48.99,48.99
300570.SZ,50.53,50.53
300571.SZ,55.55,55.55
300572.SZ,47.52,47.52
300573.SZ,39.3856,39.3856
300575.SZ,55.13,55.13
300576.SZ,64.72999999999999,64.72999999999999
300577.SZ,77.1,77.1
300578.SZ,43.05,43.05
300579.SZ,64.68,64.68
300580.SZ,76.1,76.1
300581.SZ,64.27,64.27
300582.SZ,58.65,58.65
300583.SZ,69.01,69.01
300584.SZ,67.38,67.38
300585.SZ,57.49,57.49
300586.SZ,71.69,71.69
300587.SZ,49.96,49.96
300588.SZ,53.67,53.67
300589.SZ,60.88999999999999,60.88999999999999
300590.SZ,63.7,63.7
300591.SZ,55.11430000000001,55.11430000000001
300592.SZ,45.7,45.7
300593.SZ,43.79999999999999,43.79999999999999
300594.SZ,53.31,53.31
300595.SZ,56.92,56.92
300596.SZ,58.56999999999999,58.56999999999999
300597.SZ,36.19000000000001,36.19000000000001
300598.SZ,42.52,42.52
300599.SZ,64.72999999999999,64.72999999999999
300600.SZ,65.5,65.5
300601.SZ,61.64999999999999,61.64999999999999
300602.SZ,68.42,68.42
300603.SZ,54.55,54.55
300604.SZ,66.44,66.44
300605.SZ,59.44000000000001,59.44000000000001
300606.SZ,56.40000000000001,56.40000000000001
300607.SZ,52.37000000000001,52.37000000000001
300608.SZ,58.59,58.59
300609.SZ,56.56,56.56
300610.SZ,45.36,45.36
300611.SZ,65.75,65.75
300612.SZ,52.82,52.82
300613.SZ,56.45,56.45
300615.SZ,64.78,64.78
300616.SZ,75.22,75.22
300617.SZ,71.50999999999998,71.50999999999998
300618.SZ,40.88,40.88
300619.SZ,44.2,44.2
300620.SZ,57.33,57.33
300621.SZ,68.77,68.77
300622.SZ,60.66,60.66
300623.SZ,64.05,64.05
300624.SZ,50.97,50.97
300625.SZ,73.88000000000002,73.88000000000002
300626.SZ,49.08,49.08
300627.SZ,65.78,65.78
300628.SZ,75.78,75.78
300629.SZ,50.37,50.37
300630.SZ,55.49,55.49
300631.SZ,50.61999999999999,50.61999999999999
300632.SZ,51.94,51.94
300633.SZ,66.26,66.26
300634.SZ,79.25999999999998,79.25999999999998
300635.SZ,56.49,56.49
300636.SZ,41.3,41.3
300637.SZ,57.34,57.34
300638.SZ,69.29,69.29
300639.SZ,36.51,36.51
300640.SZ,70.19,70.19
300641.SZ,71.0,71.0
300642.SZ,41.51,41.51
300643.SZ,60.91,60.91
300644.SZ,57.85999999999999,57.85999999999999
300645.SZ,52.52000000000001,52.52000000000001
300647.SZ,41.21,41.21
300648.SZ,61.09,61.09
300649.SZ,41.87000000000001,41.87000000000001
300650.SZ,69.03999999999999,69.03999999999999
300651.SZ,69.31,69.31
300652.SZ,72.07000000000002,72.07000000000002
300653.SZ,56.96,56.96
300654.SZ,61.94,61.94
300655.SZ,49.6,49.6
300656.SZ,71.38000000000002,71.38000000000002
300657.SZ,46.86,46.86
300658.SZ,71.44,71.44
300659.SZ,42.64,42.64
300660.SZ,76.5,76.5
300661.SZ,39.1846,39.1846
300662.SZ,63.61,63.61
300663.SZ,34.35,34.35
300664.SZ,38.97,38.97
300665.SZ,39.98,39.98
300666.SZ,55.3689,55.3689
300667.SZ,39.93,39.93
300668.SZ,69.06000000000002,69.06000000000002
300669.SZ,73.91999999999999,73.91999999999999
300670.SZ,60.17,60.17
300671.SZ,55.33000000000001,55.33000000000001
300672.SZ,67.3,67.3
300673.SZ,63.02,63.02
300674.SZ,53.63999999999999,53.63999999999999
300675.SZ,57.04,57.04
300676.SZ,54.74,54.74
300677.SZ,50.290000000000006,50.290000000000006
300678.SZ,64.17999999999999,64.17999999999999
300679.SZ,63.48,63.48
300680.SZ,34.59,34.59
300681.SZ,74.43,74.43
300682.SZ,66.16,66.16
300683.SZ,61.83000000000001,61.83000000000001
300684.SZ,64.67999999999999,64.67999999999999
300685.SZ,44.37000000000001,44.37000000000001
300686.SZ,55.48,55.48
300687.SZ,50.2872,50.2872
300688.SZ,59.18,59.18
300689.SZ,74.41000000000003,74.41000000000003
300690.SZ,53.51000000000001,53.51000000000001
300691.SZ,47.28,47.28
300692.SZ,35.58060000000001,35.58060000000001
300693.SZ,53.37000000000001,53.37000000000001
300694.SZ,40.6,40.6
300695.SZ,77.67,77.67
300696.SZ,63.11,63.11
300697.SZ,78.94000000000003,78.94000000000003
300698.SZ,56.03,56.03
300699.SZ,62.6,62.6
300700.SZ,48.01,48.01
300701.SZ,72.17999999999998,72.17999999999998
300702.SZ,73.15,73.15
300703.SZ,51.94,51.94
300705.SZ,65.75999999999999,65.75999999999999
300706.SZ,58.51,58.51
300707.SZ,62.64,62.64
300708.SZ,57.8,57.8
300709.SZ,51.08,51.08
300710.SZ,62.08,62.08
300711.SZ,70.75,70.75
300712.SZ,63.38,63.38
300713.SZ,72.3,72.3
300715.SZ,68.24,68.24
300716.SZ,49.15,49.15
300717.SZ,65.76,65.76
300718.SZ,75.00999999999998,75.00999999999998
300719.SZ,62.67999999999999,62.67999999999999
300720.SZ,74.51,74.51
300721.SZ,49.65,49.65
300722.SZ,76.5,76.5
300723.SZ,76.75,76.75
300724.SZ,32.010000000000005,32.010000000000005
300725.SZ,40.83,40.83
300726.SZ,77.19,77.19
300727.SZ,72.54,72.54
300729.SZ,70.71,70.71
300730.SZ,52.49,52.49
300731.SZ,61.46000000000001,61.46000000000001
300732.SZ,50.86000000000001,50.86000000000001
300733.SZ,64.45,64.45
300735.SZ,59.92,59.92
300736.SZ,55.6,55.6
300737.SZ,52.2704,52.2704
300738.SZ,43.76,43.76
300739.SZ,75.24000000000002,75.24000000000002
300740.SZ,61.04999999999999,61.04999999999999
300741.SZ,92.33,92.33
300742.SZ,56.49,56.49
300743.SZ,60.17,60.17
300745.SZ,57.39999999999999,57.39999999999999
300746.SZ,68.22,68.22
300747.SZ,71.8,71.8
300748.SZ,64.97,64.97
300749.SZ,60.040000000000006,60.040000000000006
300750.SZ,62.43000000000001,62.43000000000001
300751.SZ,62.71,62.71
300752.SZ,73.99,73.99
300753.SZ,60.790000000000006,60.790000000000006
300755.SZ,79.07000000000002,79.07000000000002
300756.SZ,59.66,59.66
300757.SZ,72.75000000000001,72.75000000000001
300758.SZ,55.94,55.94
300759.SZ,58.84,58.84
300760.SZ,56.67,56.67
300761.SZ,61.03,61.03
300762.SZ,68.30999999999999,68.30999999999999
300763.SZ,66.20049999999999,66.20049999999999
300765.SZ,76.27,76.27
300766.SZ,52.77,52.77
300767.SZ,40.44,40.44
300768.SZ,83.08,83.08
300769.SZ,36.0,36.0
300770.SZ,49.44000000000001,49.44000000000001
300771.SZ,66.41,66.41
300772.SZ,71.35999999999999,71.35999999999999
300773.SZ,57.81,57.81
300775.SZ,55.52,55.52
300776.SZ,73.28,73.28
300777.SZ,33.77,33.77
300778.SZ,77.3,77.3
300779.SZ,40.16,40.16
300780.SZ,54.25,54.25
300781.SZ,71.50999999999998,71.50999999999998
300782.SZ,54.33300000000001,54.33300000000001
300783.SZ,75.225,75.225
300785.SZ,77.97,77.97
300786.SZ,54.52,54.52
300787.SZ,69.75999999999999,69.75999999999999
300788.SZ,81.06,81.06
300789.SZ,75.32,75.32
300790.SZ,52.14,52.14
300791.SZ,75.0,75.0
300792.SZ,49.45,49.45
300793.SZ,75.0,75.0
300795.SZ,74.53999999999998,74.53999999999998
300796.SZ,53.13,53.13
300797.SZ,76.33000000000001,76.33000000000001
300798.SZ,77.74,77.74
300799.SZ,78.71000000000002,78.71000000000002
300800.SZ,74.38,74.38
300801.SZ,74.37,74.37
300802.SZ,70.51,70.51
300803.SZ,60.78,60.78
300805.SZ,73.08999999999997,73.08999999999997
300806.SZ,64.60000000000001,64.60000000000001
300807.SZ,61.88,61.88
300808.SZ,75.61,75.61
300809.SZ,75.77000000000002,75.77000000000002
300810.SZ,72.63,72.63
300811.SZ,74.99999999999999,74.99999999999999
300812.SZ,72.82000000000002,72.82000000000002
300813.SZ,74.0,74.0
300815.SZ,78.66,78.66
300816.SZ,77.42,77.42
300817.SZ,74.25,74.25
300818.SZ,74.35000000000002,74.35000000000002
300819.SZ,76.63999999999999,76.63999999999999
300820.SZ,74.97000000000001,74.97000000000001
300821.SZ,75.94999999999997,75.94999999999997
300822.SZ,75.59000000000002,75.59000000000002
300823.SZ,70.47999999999998,70.47999999999998
300824.SZ,72.54,72.54
300825.SZ,45.35,45.35
300826.SZ,59.18,59.18
300827.SZ,68.32,68.32
300828.SZ,72.63,72.63
300829.SZ,65.75,65.75
300830.SZ,68.80999999999999,68.80999999999999
300831.SZ,75.0,75.0
300832.SZ,72.67,72.67
300833.SZ,75.54,75.54
300835.SZ,57.71,57.71
300836.SZ,66.17999999999999,66.17999999999999
300837.SZ,77.03,77.03
300838.SZ,64.86,64.86
300839.SZ,66.36999999999999,66.36999999999999
300840.SZ,66.97,66.97
300841.SZ,75.79,75.79
300842.SZ,60.01,60.01
300843.SZ,76.21000000000002,76.21000000000002
300845.SZ,64.94,64.94
300846.SZ,72.82000000000002,72.82000000000002
300847.SZ,74.99,74.99
300848.SZ,75.57000000000002,75.57000000000002
300849.SZ,68.72,68.72
300850.SZ,73.89999999999998,73.89999999999998
300851.SZ,69.74000000000001,69.74000000000001
300852.SZ,75.39,75.39
300853.SZ,63.89,63.89
300855.SZ,66.09,66.09
300856.SZ,73.85000000000002,73.85000000000002
300857.SZ,102.1,102.1
300858.SZ,74.63,74.63
300859.SZ,77.61999999999998,77.61999999999998
300860.SZ,77.85,77.85
300861.SZ,84.43999999999998,84.43999999999998
300862.SZ,68.64,68.64
300863.SZ,69.71,69.71
300864.SZ,77.19,77.19
300865.SZ,75.37,75.37
300866.SZ,81.82000000000002,81.82000000000002
300867.SZ,58.02,58.02
300868.SZ,70.44,70.44
300869.SZ,79.88000000000002,79.88000000000002
300870.SZ,77.03,77.03
300871.SZ,75.35000000000002,75.35000000000002
300872.SZ,65.11999999999999,65.11999999999999
300873.SZ,75.51,75.51
300875.SZ,68.53,68.53
300876.SZ,72.83,72.83
300877.SZ,75.02,75.02
300878.SZ,75.14,75.14
300879.SZ,75.31,75.31
300880.SZ,75.35000000000002,75.35000000000002
300881.SZ,75.91,75.91
300882.SZ,75.38999999999999,75.38999999999999
300883.SZ,69.63000000000001,69.63000000000001
300884.SZ,65.46,65.46
300885.SZ,75.44,75.44
300886.SZ,75.52000000000002,75.52000000000002
300887.SZ,78.84000000000002,78.84000000000002
300888.SZ,89.72999999999998,89.72999999999998
300889.SZ,67.07000000000001,67.07000000000001
300890.SZ,59.84000000000001,59.84000000000001
300891.SZ,79.99000000000002,79.99000000000002
300892.SZ,76.46,76.46
300893.SZ,76.86000000000001,76.86000000000001
300895.SZ,61.63,61.63
300896.SZ,75.77,75.77
300897.SZ,71.13,71.13
300898.SZ,67.36,67.36
300899.SZ,70.23999999999998,70.23999999999998
300900.SZ,58.77,58.77
300901.SZ,75.13,75.13
300902.SZ,68.17779999999999,68.17779999999999
300903.SZ,65.92999999999999,65.92999999999999
300905.SZ,73.38,73.38
300906.SZ,70.82,70.82
300999.SZ,92.57,92.57
600000.SH,74.86999999999998,74.86999999999998
600004.SH,64.08,64.08
600006.SH,64.34,64.34
600007.SH,87.2,87.2
600008.SH,59.95,59.95
600009.SH,74.42,74.42
600010.SH,65.85000000000001,65.85000000000001
600011.SH,85.83,85.83
600012.SH,87.98,87.98
600015.SH,77.07000000000002,77.07000000000002
600016.SH,60.98,60.98
600017.SH,58.12000000000001,58.12000000000001
600018.SH,89.32,89.32
600019.SH,78.91,78.91
600020.SH,63.87000000000001,63.87000000000001
600021.SH,82.02000000000002,82.02000000000002
600022.SH,57.8,57.8
600023.SH,83.97,83.97
600025.SH,91.71999999999998,91.71999999999998
600026.SH,79.4,79.4
600027.SH,82.3,82.3
600028.SH,93.7,93.7
600029.SH,85.39999999999998,85.39999999999998
600030.SH,51.88,51.88
600031.SH,50.64,50.64
600033.SH,59.20000000000001,59.20000000000001
600035.SH,60.93,60.93
600036.SH,67.26,67.26
600037.SH,54.53,54.53
600038.SH,63.77,63.77
600039.SH,70.74,70.74
600048.SH,57.90000000000001,57.90000000000001
600050.SH,75.38539999999998,75.38539999999998
600051.SH,33.919999999999995,33.919999999999995
600052.SH,53.25,53.25
600053.SH,81.61000000000001,81.61000000000001
600054.SH,47.49999999999999,47.49999999999999
600055.SH,51.32,51.32
600056.SH,59.92,59.92
600057.SH,66.11,66.11
600058.SH,67.38,67.38
600059.SH,52.11,52.11
600060.SH,62.22,62.22
600061.SH,75.05999999999997,75.05999999999997
600062.SH,69.47,69.47
600063.SH,36.66,36.66
600064.SH,46.57,46.57
600066.SH,65.03,65.03
600067.SH,53.58,53.58
600068.SH,52.7,52.7
600070.SH,37.31,37.31
600071.SH,56.93,56.93
600072.SH,43.36,43.36
600073.SH,44.24,44.24
600075.SH,71.35,71.35
600076.SH,39.95,39.95
600077.SH,62.79,62.79
600078.SH,46.04,46.04
600079.SH,36.96,36.96
600080.SH,42.01,42.01
600081.SH,67.13,67.13
600082.SH,33.18,33.18
600083.SH,43.7,43.7
600084.SH,58.07,58.07
600085.SH,72.8,72.8
600086.SH,50.32000000000001,50.32000000000001
600088.SH,61.96,61.96
600089.SH,39.56,39.56
600090.SH,38.96,38.96
600091.SH,48.55,48.55
600093.SH,59.49,59.49
600094.SH,45.08,45.08
600095.SH,84.48,84.48
600096.SH,54.24,54.24
600097.SH,60.64,60.64
600098.SH,87.42999999999998,87.42999999999998
600099.SH,49.56,49.56
600100.SH,45.43,45.43
600101.SH,39.68,39.68
600103.SH,42.82,42.82
600104.SH,85.74,85.74
600105.SH,43.78,43.78
600106.SH,34.190000000000005,34.190000000000005
600107.SH,26.53,26.53
600108.SH,30.56,30.56
600109.SH,26.33,26.33
600110.SH,16.02,16.02
600111.SH,52.040000000000006,52.040000000000006
600112.SH,26.78,26.78
600113.SH,101.88,101.88
600114.SH,38.5,38.5
600115.SH,81.0,81.0
600116.SH,59.25,59.25
600117.SH,66.48,66.48
600118.SH,58.01000000000001,58.01000000000001
600119.SH,45.63,45.63
600120.SH,62.72,62.72
600121.SH,66.42999999999999,66.42999999999999
600122.SH,40.2,40.2
600123.SH,47.51000000000001,47.51000000000001
600125.SH,36.40000000000001,36.40000000000001
600126.SH,74.56,74.56
600127.SH,23.57,23.57
600128.SH,33.37,33.37
600129.SH,53.55,53.55
600130.SH,22.65,22.65
600131.SH,74.0,74.0
600132.SH,79.17000000000002,79.17000000000002
600133.SH,17.1,17.1
600135.SH,58.49,58.49
600136.SH,41.29,41.29
600137.SH,72.66000000000003,72.66000000000003
600138.SH,31.73,31.73
600139.SH,34.730000000000004,34.730000000000004
600141.SH,55.01,55.01
600143.SH,48.17,48.17
600145.SH,67.39,67.39
600146.SH,31.06,31.06
600148.SH,54.59,54.59
600149.SH,42.53000000000001,42.53000000000001
600150.SH,70.22,70.22
600151.SH,42.12000000000001,42.12000000000001
600152.SH,56.06,56.06
600153.SH,63.62000000000001,63.62000000000001
600155.SH,51.96,51.96
600156.SH,47.18,47.18
600157.SH,56.93,56.93
600158.SH,36.07,36.07
600159.SH,51.03000000000001,51.03000000000001
600160.SH,67.08,67.08
600161.SH,67.11,67.11
600162.SH,71.48,71.48
600163.SH,76.37,76.37
600165.SH,33.59,33.59
600166.SH,43.88,43.88
600167.SH,87.05000000000003,87.05000000000003
600168.SH,67.37,67.37
600169.SH,40.11,40.11
600170.SH,65.27999999999999,65.27999999999999
600171.SH,36.85999999999999,36.85999999999999
600172.SH,18.18,18.18
600173.SH,56.9,56.9
600176.SH,54.39,54.39
600177.SH,60.5,60.5
600178.SH,56.26000000000001,56.26000000000001
600179.SH,76.66999999999999,76.66999999999999
600180.SH,78.85000000000002,78.85000000000002
600182.SH,50.85,50.85
600183.SH,60.96000000000002,60.96000000000002
600184.SH,69.01,69.01
600185.SH,67.22999999999999,67.22999999999999
600186.SH,36.39,36.39
600187.SH,32.38,32.38
600188.SH,87.88000000000002,87.88000000000002
600189.SH,47.6657,47.6657
