ts_code,hold_ratio,top_10_d_r
603010.SH,56.21,56.21
603011.SH,62.7,62.7
603012.SH,43.87,43.87
603013.SH,88.15,88.15
603015.SH,56.7,56.7
603016.SH,69.04,69.04
603017.SH,55.45,55.45
603018.SH,26.790000000000006,26.790000000000006
603019.SH,18.52,18.52
603020.SH,52.76,52.76
603021.SH,53.81,53.81
603022.SH,68.47000000000001,68.47000000000001
603023.SH,52.45,52.45
603025.SH,83.94000000000003,83.94000000000003
603026.SH,43.25000000000001,43.25000000000001
603027.SH,57.37000000000001,57.37000000000001
603028.SH,58.41,58.41
603029.SH,72.83000000000001,72.83000000000001
603030.SH,56.02,56.02
603031.SH,64.91,64.91
603032.SH,67.75,67.75
603033.SH,76.04,76.04
603035.SH,43.22,43.22
603036.SH,43.39999999999999,43.39999999999999
603037.SH,49.49,49.49
603038.SH,75.84,75.84
603039.SH,62.361,62.361
603040.SH,69.73,69.73
603041.SH,71.25,71.25
603042.SH,53.33000000000001,53.33000000000001
603043.SH,77.15,77.15
603045.SH,43.94000000000001,43.94000000000001
603050.SH,25.53,25.53
603053.SH,81.47,81.47
603055.SH,85.19,85.19
603056.SH,85.98,85.98
603058.SH,78.18,78.18
603059.SH,78.93,78.93
603060.SH,75.12,75.12
603063.SH,48.79,48.79
603066.SH,62.81,62.81
603067.SH,58.83,58.83
603068.SH,60.45,60.45
603069.SH,59.4,59.4
603076.SH,62.17,62.17
603077.SH,53.73,53.73
603078.SH,62.2,62.2
603079.SH,63.540000000000006,63.540000000000006
603080.SH,53.46000000000001,53.46000000000001
603081.SH,63.67,63.67
603083.SH,35.23,35.23
603085.SH,60.83,60.83
603086.SH,63.85,63.85
603087.SH,83.22,83.22
603088.SH,65.25999999999999,65.25999999999999
603089.SH,73.61,73.61
603090.SH,66.66000000000001,66.66000000000001
603093.SH,87.15,87.15
603095.SH,74.78000000000002,74.78000000000002
603096.SH,52.58,52.58
603098.SH,76.5723,76.5723
603099.SH,74.6075,74.6075
603100.SH,63.77,63.77
603101.SH,76.88,76.88
603103.SH,88.3,88.3
603105.SH,53.67000000000001,53.67000000000001
603106.SH,60.76000000000001,60.76000000000001
603108.SH,57.540000000000006,57.540000000000006
603109.SH,75.97,75.97
603110.SH,52.13,52.13
603111.SH,32.97,32.97
603112.SH,85.14,85.14
603113.SH,55.47,55.47
603115.SH,76.20999999999998,76.20999999999998
603116.SH,71.82000000000002,71.82000000000002
603117.SH,41.92,41.92
603118.SH,51.42,51.42
603121.SH,63.85,63.85
603123.SH,71.49000000000002,71.49000000000002
603126.SH,57.67999999999999,57.67999999999999
603127.SH,68.52,68.52
603128.SH,53.43,53.43
603129.SH,63.18,63.18
603131.SH,75.47000000000001,75.47000000000001
603133.SH,52.54,52.54
603136.SH,77.81,77.81
603138.SH,60.16,60.16
603139.SH,67.26999999999998,67.26999999999998
603155.SH,77.08999999999997,77.08999999999997
603156.SH,71.7,71.7
603157.SH,41.15999999999999,41.15999999999999
603158.SH,67.99,67.99
603159.SH,69.91,69.91
603160.SH,53.27,53.27
603161.SH,57.07,57.07
603165.SH,72.42999999999998,72.42999999999998
603166.SH,77.81,77.81
603167.SH,50.66,50.66
603168.SH,56.21,56.21
603169.SH,69.51,69.51
603177.SH,75.96000000000002,75.96000000000002
603178.SH,75.44,75.44
603179.SH,66.41000000000001,66.41000000000001
603180.SH,73.39999999999998,73.39999999999998
603181.SH,45.0049,45.0049
603183.SH,25.79,25.79
603185.SH,75.89,75.89
603186.SH,53.82,53.82
603187.SH,54.2487,54.2487
603188.SH,44.16,44.16
603189.SH,58.85000000000001,58.85000000000001
603192.SH,76.54,76.54
603195.SH,90.32999999999998,90.32999999999998
603196.SH,75.33000000000001,75.33000000000001
603197.SH,46.85,46.85
603198.SH,81.83,81.83
603199.SH,70.03999999999999,70.03999999999999
603200.SH,63.53,63.53
603203.SH,98.37,98.37
603208.SH,69.26,69.26
603212.SH,87.5816,87.5816
603214.SH,70.01000000000002,70.01000000000002
603217.SH,71.11,71.11
603218.SH,73.12000000000002,73.12000000000002
603220.SH,54.1,54.1
603221.SH,76.05,76.05
603222.SH,66.06,66.06
603223.SH,52.25,52.25
603225.SH,78.43,78.43
603226.SH,68.6,68.6
603227.SH,47.67,47.67
603228.SH,113.56,113.56
603229.SH,74.58000000000001,74.58000000000001
603232.SH,30.71,30.71
603233.SH,59.4192,59.4192
603236.SH,51.68000000000001,51.68000000000001
603238.SH,60.2,60.2
603239.SH,70.44,70.44
603256.SH,89.26000000000002,89.26000000000002
603258.SH,62.83240000000001,62.83240000000001
603259.SH,56.2552,56.2552
603260.SH,82.59,82.59
603266.SH,69.91,69.91
603267.SH,51.31,51.31
603268.SH,70.49,70.49
603269.SH,53.78999999999999,53.78999999999999
603277.SH,84.74999999999999,84.74999999999999
603278.SH,65.6,65.6
603279.SH,69.38000000000001,69.38000000000001
603283.SH,75.32000000000002,75.32000000000002
603286.SH,60.13,60.13
603288.SH,83.55,83.55
603289.SH,91.33,91.33
603290.SH,75.55999999999997,75.55999999999997
603297.SH,74.00000000000001,74.00000000000001
603298.SH,74.13999999999999,74.13999999999999
603299.SH,70.42,70.42
603300.SH,49.26000000000001,49.26000000000001
603301.SH,64.49,64.49
603303.SH,80.00999999999998,80.00999999999998
603305.SH,77.42,77.42
603306.SH,43.1975,43.1975
603308.SH,50.89000000000001,50.89000000000001
603309.SH,65.25000000000001,65.25000000000001
603311.SH,62.66,62.66
603313.SH,69.5,69.5
603315.SH,76.74,76.74
603316.SH,56.29,56.29
603317.SH,84.22999999999998,84.22999999999998
603318.SH,61.76000000000001,61.76000000000001
603319.SH,46.47000000000001,46.47000000000001
603320.SH,73.19,73.19
603321.SH,70.84,70.84
603322.SH,65.6,65.6
603323.SH,30.73,30.73
603326.SH,83.35,83.35
603327.SH,86.67999999999998,86.67999999999998
603328.SH,63.41,63.41
603329.SH,64.27,64.27
603330.SH,64.45,64.45
603331.SH,72.69999999999997,72.69999999999997
603332.SH,67.3958,67.3958
603333.SH,64.88,64.88
603335.SH,61.31,61.31
603336.SH,64.83999999999999,64.83999999999999
603337.SH,61.74720000000001,61.74720000000001
603338.SH,75.21000000000002,75.21000000000002
603339.SH,54.78,54.78
603345.SH,59.98999999999999,59.98999999999999
603348.SH,65.22999999999999,65.22999999999999
603351.SH,67.53,67.53
603353.SH,79.14,79.14
603355.SH,86.14999999999998,86.14999999999998
603356.SH,55.49,55.49
603357.SH,55.55,55.55
603358.SH,77.66000000000003,77.66000000000003
603359.SH,65.94999999999999,65.94999999999999
603360.SH,63.8,63.8
603363.SH,62.03,62.03
603365.SH,46.75,46.75
603366.SH,66.54,66.54
603367.SH,69.61,69.61
603368.SH,42.42,42.42
603369.SH,67.88,67.88
603377.SH,69.44999999999999,69.44999999999999
603378.SH,70.58999999999997,70.58999999999997
603379.SH,79.788,79.788
603380.SH,66.07,66.07
603383.SH,63.67999999999999,63.67999999999999
603385.SH,67.72,67.72
603386.SH,77.04000000000002,77.04000000000002
603387.SH,59.24,59.24
603388.SH,67.56,67.56
603389.SH,73.42,73.42
603390.SH,66.85000000000001,66.85000000000001
603392.SH,87.41,87.41
603393.SH,50.52,50.52
603396.SH,53.42,53.42
603398.SH,70.25000000000001,70.25000000000001
603399.SH,59.56,59.56
603408.SH,90.13,90.13
603416.SH,71.76,71.76
603421.SH,73.05,73.05
603429.SH,65.88000000000001,65.88000000000001
603439.SH,82.09,82.09
603444.SH,56.44,56.44
603456.SH,56.09,56.09
603458.SH,24.64,24.64
603466.SH,72.58,72.58
603477.SH,72.3,72.3
603486.SH,81.76,81.76
603488.SH,53.58,53.58
603489.SH,93.49,93.49
603496.SH,58.89999999999999,58.89999999999999
603499.SH,75.9,75.9
603500.SH,71.96,71.96
603501.SH,47.32,47.32
603505.SH,62.78,62.78
603506.SH,76.01,76.01
603507.SH,67.51,67.51
603508.SH,70.86,70.86
603515.SH,90.17,90.17
603516.SH,62.68000000000001,62.68000000000001
603517.SH,61.88,61.88
603518.SH,61.10999999999999,61.10999999999999
603519.SH,63.86,63.86
603520.SH,56.21,56.21
603527.SH,69.39,69.39
603528.SH,72.28,72.28
603530.SH,90.7,90.7
603533.SH,78.41000000000003,78.41000000000003
603535.SH,69.44999999999999,69.44999999999999
603536.SH,76.58,76.58
603538.SH,44.71,44.71
603551.SH,89.1,89.1
603555.SH,84.2,84.2
603556.SH,72.7,72.7
603557.SH,45.0152,45.0152
603558.SH,60.93999999999999,60.93999999999999
603559.SH,18.12,18.12
603565.SH,86.15,86.15
603566.SH,46.55,46.55
603567.SH,86.83000000000004,86.83000000000004
603568.SH,77.71000000000002,77.71000000000002
603569.SH,89.89000000000001,89.89000000000001
603577.SH,62.55,62.55
603578.SH,61.15,61.15
603579.SH,69.3,69.3
603580.SH,75.69,75.69
603583.SH,52.33,52.33
603585.SH,72.12,72.12
603586.SH,69.87000000000002,69.87000000000002
603587.SH,83.64,83.64
603588.SH,41.56,41.56
603589.SH,47.80000000000001,47.80000000000001
603590.SH,47.88999999999999,47.88999999999999
603595.SH,75.19000000000003,75.19000000000003
603596.SH,66.91,66.91
603598.SH,64.29,64.29
603599.SH,64.35,64.35
603600.SH,75.8,75.8
603601.SH,54.97000000000001,54.97000000000001
603602.SH,48.48,48.48
603603.SH,53.36,53.36
603605.SH,77.92,77.92
603606.SH,58.09,58.09
603607.SH,44.15,44.15
603608.SH,70.41,70.41
603609.SH,64.15,64.15
603610.SH,68.22999999999999,68.22999999999999
603611.SH,57.8,57.8
603612.SH,47.05,47.05
603613.SH,56.85,56.85
603615.SH,71.13000000000002,71.13000000000002
603616.SH,53.14000000000001,53.14000000000001
603617.SH,73.98,73.98
603618.SH,50.07,50.07
603619.SH,54.86,54.86
603626.SH,58.81999999999999,58.81999999999999
603628.SH,71.79,71.79
603629.SH,76.75,76.75
603630.SH,66.31,66.31
603633.SH,58.8,58.8
603636.SH,56.94,56.94
603637.SH,36.49,36.49
603638.SH,73.45,73.45
603639.SH,71.83999999999997,71.83999999999997
603648.SH,48.66,48.66
603650.SH,84.66000000000003,84.66000000000003
603655.SH,72.5,72.5
603656.SH,64.54,64.54
603657.SH,74.24000000000002,74.24000000000002
603658.SH,68.25,68.25
603659.SH,72.80999999999997,72.80999999999997
603660.SH,38.1,38.1
603661.SH,76.24999999999999,76.24999999999999
603662.SH,61.07,61.07
603663.SH,70.61,70.61
603665.SH,76.44,76.44
603666.SH,75.80000000000003,75.80000000000003
603667.SH,59.790000000000006,59.790000000000006
603668.SH,50.15000000000001,50.15000000000001
603669.SH,71.57,71.57
603676.SH,85.75000000000001,85.75000000000001
603677.SH,75.66000000000003,75.66000000000003
603678.SH,52.81,52.81
603679.SH,58.45,58.45
603680.SH,110.32,110.32
603681.SH,68.58,68.58
603682.SH,77.63999999999999,77.63999999999999
603683.SH,57.17,57.17
603685.SH,77.01,77.01
603686.SH,39.93,39.93
603687.SH,87.21,87.21
603688.SH,65.63999999999999,65.63999999999999
603689.SH,75.96000000000002,75.96000000000002
603690.SH,56.11999999999999,56.11999999999999
603693.SH,81.56000000000002,81.56000000000002
603696.SH,70.2101,70.2101
603697.SH,73.33000000000001,73.33000000000001
603698.SH,77.98999999999998,77.98999999999998
603699.SH,83.08999999999997,83.08999999999997
603700.SH,55.05,55.05
603701.SH,56.01,56.01
603703.SH,59.03,59.03
603706.SH,69.88,69.88
603707.SH,69.91,69.91
603708.SH,80.94,80.94
603709.SH,79.03999999999998,79.03999999999998
603711.SH,87.99,87.99
603712.SH,69.6,69.6
603713.SH,78.14999999999998,78.14999999999998
603716.SH,63.44000000000001,63.44000000000001
603717.SH,62.38,62.38
603718.SH,40.12,40.12
603719.SH,88.78999999999998,88.78999999999998
603721.SH,57.24,57.24
603722.SH,61.75999999999999,61.75999999999999
603725.SH,54.15,54.15
603726.SH,62.03,62.03
603727.SH,71.89,71.89
603728.SH,65.86,65.86
603729.SH,53.05999999999999,53.05999999999999
603730.SH,84.26000000000002,84.26000000000002
603733.SH,79.13000000000002,79.13000000000002
603737.SH,77.3108,77.3108
603738.SH,54.64,54.64
603739.SH,64.71,64.71
603755.SH,79.42,79.42
603757.SH,71.48,71.48
603758.SH,77.48,77.48
603766.SH,60.34000000000001,60.34000000000001
603767.SH,71.83999999999997,71.83999999999997
603768.SH,75.91,75.91
603773.SH,54.42,54.42
603776.SH,61.59,61.59
603777.SH,71.00999999999998,71.00999999999998
603778.SH,52.04,52.04
603779.SH,70.54,70.54
603786.SH,89.58000000000001,89.58000000000001
603787.SH,74.25999999999998,74.25999999999998
603788.SH,66.63000000000001,66.63000000000001
603789.SH,60.1353,60.1353
603790.SH,71.39000000000001,71.39000000000001
603797.SH,73.44,73.44
603798.SH,54.61,54.61
603799.SH,46.52,46.52
603800.SH,70.94,70.94
603801.SH,60.54,60.54
603803.SH,58.36,58.36
603806.SH,67.28999999999999,67.28999999999999
603808.SH,60.67,60.67
603809.SH,52.53,52.53
603810.SH,63.43,63.43
603811.SH,50.42999999999999,50.42999999999999
603813.SH,77.41000000000003,77.41000000000003
603815.SH,78.55999999999997,78.55999999999997
603816.SH,66.68,66.68
603817.SH,67.68,67.68
603818.SH,70.05999999999999,70.05999999999999
603819.SH,63.46,63.46
603822.SH,64.43,64.43
603823.SH,73.6,73.6
603825.SH,62.75,62.75
603826.SH,77.41000000000003,77.41000000000003
603828.SH,68.60000000000002,68.60000000000002
603829.SH,77.42999999999998,77.42999999999998
603833.SH,86.4,86.4
603838.SH,62.83,62.83
603839.SH,77.48,77.48
603843.SH,56.93,56.93
603848.SH,91.57,91.57
603855.SH,67.02,67.02
603856.SH,63.36,63.36
603858.SH,61.68,61.68
603859.SH,50.34,50.34
603860.SH,59.74,59.74
603861.SH,78.70999999999998,78.70999999999998
603863.SH,54.21000000000001,54.21000000000001
603866.SH,72.50999999999998,72.50999999999998
603867.SH,39.87,39.87
603868.SH,95.42,95.42
603869.SH,64.78,64.78
603871.SH,77.71,77.71
603876.SH,78.21,78.21
603877.SH,92.01999999999998,92.01999999999998
603878.SH,56.22,56.22
603879.SH,61.45000000000001,61.45000000000001
603880.SH,67.55499999999999,67.55499999999999
603881.SH,62.25,62.25
603882.SH,44.35,44.35
603883.SH,72.58,72.58
603885.SH,78.76,78.76
603886.SH,66.37,66.37
603887.SH,55.75000000000001,55.75000000000001
603888.SH,68.07,68.07
603889.SH,58.17,58.17
603890.SH,56.85999999999999,56.85999999999999
603893.SH,87.32000000000002,87.32000000000002
603895.SH,75.67,75.67
603896.SH,44.45,44.45
603897.SH,72.45,72.45
603898.SH,79.16999999999999,79.16999999999999
603899.SH,73.92,73.92
603900.SH,76.11999999999998,76.11999999999998
603901.SH,64.88,64.88
603903.SH,48.38,48.38
603906.SH,59.30030000000001,59.30030000000001
603908.SH,69.46,69.46
603909.SH,31.57,31.57
603912.SH,72.84,72.84
603915.SH,79.13000000000002,79.13000000000002
603916.SH,66.9585,66.9585
603917.SH,60.42999999999999,60.42999999999999
603918.SH,52.01,52.01
603919.SH,70.4464,70.4464
603920.SH,136.07000000000002,136.07000000000002
603922.SH,67.84,67.84
603926.SH,58.72,58.72
603927.SH,54.46,54.46
603928.SH,69.33,69.33
603929.SH,134.33,134.33
603931.SH,76.7,76.7
603933.SH,76.47,76.47
603936.SH,45.37,45.37
603937.SH,63.07000000000001,63.07000000000001
603938.SH,73.65,73.65
603939.SH,73.76,73.76
603948.SH,75.12999999999998,75.12999999999998
603949.SH,76.57000000000002,76.57000000000002
603950.SH,72.03999999999998,72.03999999999998
603955.SH,72.74999999999999,72.74999999999999
603956.SH,85.43,85.43
603958.SH,77.08,77.08
603959.SH,63.85000000000001,63.85000000000001
603960.SH,52.28999999999999,52.28999999999999
603963.SH,74.28,74.28
603966.SH,59.55,59.55
603967.SH,71.19,71.19
603968.SH,52.95,52.95
603969.SH,58.86000000000001,58.86000000000001
603970.SH,75.41000000000003,75.41000000000003
603976.SH,73.06,73.06
603977.SH,73.70999999999998,73.70999999999998
603978.SH,60.05,60.05
603979.SH,46.57,46.57
603980.SH,59.90000000000001,59.90000000000001
603982.SH,69.86999999999999,69.86999999999999
603983.SH,90.2,90.2
603985.SH,45.0,45.0
603986.SH,48.290000000000006,48.290000000000006
603987.SH,55.790000000000006,55.790000000000006
603988.SH,67.99,67.99
603989.SH,74.62,74.62
603990.SH,45.42,45.42
603991.SH,61.85,61.85
603992.SH,89.19999999999997,89.19999999999997
603993.SH,79.05,79.05
603995.SH,70.58000000000001,70.58000000000001
603996.SH,69.04,69.04
603997.SH,85.30000000000003,85.30000000000003
603998.SH,51.96,51.96
603999.SH,64.64,64.64
605001.SH,69.66,69.66
605003.SH,77.72999999999998,77.72999999999998
605006.SH,80.7,80.7
605007.SH,88.63,88.63
605008.SH,90.12,90.12
605009.SH,76.61,76.61
605018.SH,90.73,90.73
605050.SH,83.45999999999998,83.45999999999998
605058.SH,75.05,75.05
605066.SH,58.85,58.85
605088.SH,69.37000000000002,69.37000000000002
605099.SH,90.11,90.11
605100.SH,75.51,75.51
605108.SH,75.04,75.04
605111.SH,58.51,58.51
605116.SH,88.13,88.13
605118.SH,90.61,90.61
605123.SH,76.22999999999998,76.22999999999998
605128.SH,69.11,69.11
605136.SH,87.27999999999999,87.27999999999999
605158.SH,75.56,75.56
605166.SH,52.02000000000001,52.02000000000001
605168.SH,70.33,70.33
605169.SH,74.83000000000001,74.83000000000001
605178.SH,72.75000000000001,72.75000000000001
605188.SH,91.05,91.05
605198.SH,95.07,95.07
605199.SH,88.84,88.84
605218.SH,75.25,75.25
605222.SH,86.69,86.69
605255.SH,76.83000000000001,76.83000000000001
605288.SH,78.05,78.05
605318.SH,76.04,76.04
605333.SH,90.11,90.11
605336.SH,74.57000000000002,74.57000000000002
605338.SH,74.65,74.65
605358.SH,50.22000000000001,50.22000000000001
605366.SH,75.21,75.21
605369.SH,75.74000000000002,75.74000000000002
605388.SH,82.39,82.39
605399.SH,75.7,75.7
688001.SH,91.44,91.44
688002.SH,49.67,49.67
688003.SH,72.3,72.3
688004.SH,68.28999999999999,68.28999999999999
688005.SH,34.310700000000004,34.310700000000004
688006.SH,81.13999999999999,81.13999999999999
688007.SH,50.54,50.54
688008.SH,58.87000000000001,58.87000000000001
688009.SH,83.57,83.57
688010.SH,69.72999999999999,69.72999999999999
688011.SH,69.69999999999999,69.69999999999999
688012.SH,61.81,61.81
688013.SH,76.96,76.96
688015.SH,65.52,65.52
688016.SH,74.28000000000002,74.28000000000002
688017.SH,72.81,72.81
688018.SH,54.85,54.85
688019.SH,54.05,54.05
688020.SH,70.256,70.256
688021.SH,55.0,55.0
688022.SH,61.37,61.37
688023.SH,59.47999999999999,59.47999999999999
688025.SH,69.69999999999999,69.69999999999999
688026.SH,86.44,86.44
688027.SH,51.74,51.74
688028.SH,64.22,64.22
688029.SH,74.02000000000002,74.02000000000002
688030.SH,56.60999999999999,56.60999999999999
688033.SH,61.75,61.75
688036.SH,70.55,70.55
688037.SH,68.22,68.22
688039.SH,60.47,60.47
688050.SH,53.34,53.34
688051.SH,73.94,73.94
688055.SH,136.93,136.93
688056.SH,77.11,77.11
688057.SH,64.53999999999999,64.53999999999999
688058.SH,75.36,75.36
688060.SH,76.55,76.55
688065.SH,80.08999999999997,80.08999999999997
688066.SH,42.66,42.66
688068.SH,66.75999999999999,66.75999999999999
688069.SH,73.50999999999998,73.50999999999998
688077.SH,71.24,71.24
688078.SH,65.50999999999999,65.50999999999999
688080.SH,58.22,58.22
688081.SH,75.56,75.56
688085.SH,91.39,91.39
688086.SH,51.84,51.84
688088.SH,72.39999999999998,72.39999999999998
688089.SH,79.46000000000002,79.46000000000002
688090.SH,64.41,64.41
688093.SH,76.91000000000003,76.91000000000003
688095.SH,56.65999999999999,56.65999999999999
688096.SH,59.27,59.27
688098.SH,92.82999999999998,92.82999999999998
688099.SH,43.72,43.72
688100.SH,91.0,91.0
688101.SH,76.97,76.97
688106.SH,58.37000000000001,58.37000000000001
688108.SH,85.98999999999998,85.98999999999998
688111.SH,80.78999999999998,80.78999999999998
688116.SH,32.03,32.03
688118.SH,54.91,54.91
688122.SH,59.12,59.12
688123.SH,71.4,71.4
688126.SH,77.97000000000001,77.97000000000001
688127.SH,72.69,72.69
688128.SH,88.49999999999999,88.49999999999999
688129.SH,76.3,76.3
688133.SH,51.14,51.14
688135.SH,56.2098,56.2098
688138.SH,76.19999999999997,76.19999999999997
688139.SH,79.74999999999999,79.74999999999999
688155.SH,74.5,74.5
688156.SH,51.03000000000001,51.03000000000001
688157.SH,77.93,77.93
688158.SH,62.56999999999999,62.56999999999999
688159.SH,62.97,62.97
688160.SH,120.2735,120.2735
688165.SH,77.63,77.63
688166.SH,69.83000000000001,69.83000000000001
688168.SH,69.89,69.89
688169.SH,72.0,72.0
688177.SH,80.95,80.95
688178.SH,69.6,69.6
688179.SH,61.489,61.489
688180.SH,61.16,61.16
688181.SH,56.57,56.57
688185.SH,77.44999999999997,77.44999999999997
688186.SH,61.85,61.85
688188.SH,77.73,77.73
688189.SH,74.97999999999998,74.97999999999998
688196.SH,80.02000000000002,80.02000000000002
688198.SH,82.34,82.34
688199.SH,40.36,40.36
688200.SH,73.94,73.94
688202.SH,61.53999999999999,61.53999999999999
688208.SH,74.48,74.48
688215.SH,73.2,73.2
688218.SH,57.67,57.67
688221.SH,61.13,61.13
688222.SH,92.25,92.25
688228.SH,73.68,73.68
688229.SH,68.9,68.9
688233.SH,76.67999999999998,76.67999999999998
688256.SH,73.34,73.34
688258.SH,73.99000000000002,73.99000000000002
688266.SH,59.12000000000001,59.12000000000001
688268.SH,75.00999999999998,75.00999999999998
688277.SH,59.61,59.61
688278.SH,85.18,85.18
688286.SH,58.49,58.49
688288.SH,76.55,76.55
688289.SH,75.59,75.59
688298.SH,93.05,93.05
688299.SH,56.07,56.07
688300.SH,70.32999999999998,70.32999999999998
688301.SH,66.39,66.39
688309.SH,63.74,63.74
688310.SH,77.23999999999998,77.23999999999998
688311.SH,61.83000000000001,61.83000000000001
688312.SH,72.8,72.8
688313.SH,61.98,61.98
688318.SH,76.22,76.22
688321.SH,33.290000000000006,33.290000000000006
688330.SH,67.76,67.76
688333.SH,64.36,64.36
688335.SH,66.85,66.85
688336.SH,95.0,95.0
688338.SH,63.52,63.52
688339.SH,44.44,44.44
688356.SH,76.07,76.07
688357.SH,59.67999999999999,59.67999999999999
688358.SH,78.52999999999999,78.52999999999999
688360.SH,69.97999999999999,69.97999999999999
688363.SH,83.52999999999999,83.52999999999999
688365.SH,85.94999999999997,85.94999999999997
688366.SH,85.99,85.99
688368.SH,79.61,79.61
688369.SH,58.24,58.24
688377.SH,69.32999999999998,69.32999999999998
688378.SH,67.47,67.47
688379.SH,75.16,75.16
688386.SH,71.31,71.31
688388.SH,33.85,33.85
688389.SH,71.34,71.34
688390.SH,67.57,67.57
688393.SH,65.14999999999999,65.14999999999999
688396.SH,80.28000000000002,80.28000000000002
688398.SH,67.27999999999999,67.27999999999999
688399.SH,61.88,61.88
688408.SH,65.53999999999999,65.53999999999999
688418.SH,66.63,66.63
688466.SH,97.34,97.34
688488.SH,79.97,79.97
688500.SH,59.96,59.96
688505.SH,83.66000000000003,83.66000000000003
688508.SH,59.02,59.02
688513.SH,68.48,68.48
688516.SH,70.34,70.34
688518.SH,34.010000000000005,34.010000000000005
688519.SH,74.46000000000002,74.46000000000002
688520.SH,85.59,85.59
688521.SH,80.64999999999998,80.64999999999998
688526.SH,77.74000000000002,77.74000000000002
688528.SH,76.33000000000001,76.33000000000001
688529.SH,65.07000000000001,65.07000000000001
688536.SH,73.58,73.58
688550.SH,61.21,61.21
688551.SH,74.27000000000002,74.27000000000002
688555.SH,56.92999999999999,56.92999999999999
688556.SH,61.9,61.9
688558.SH,76.5,76.5
688559.SH,58.22,58.22
688561.SH,70.84,70.84
688566.SH,79.29,79.29
688567.SH,62.28,62.28
688568.SH,77.83,77.83
688569.SH,76.75,76.75
688577.SH,75.60000000000002,75.60000000000002
688579.SH,70.94000000000003,70.94000000000003
688580.SH,76.35999999999999,76.35999999999999
688585.SH,90.2,90.2
688586.SH,82.88,82.88
688588.SH,65.37,65.37
688589.SH,46.34,46.34
688595.SH,69.08,69.08
688596.SH,55.28,55.28
688598.SH,55.74,55.74
688599.SH,72.13999999999999,72.13999999999999
688600.SH,66.88000000000001,66.88000000000001
688788.SH,71.95,71.95
688981.SH,9.66,9.66
